earValue,accelX,accelY,accelZ,label
0.2178783066990591,0.03801069142583038,0.13130334494646895,-0.06757829313584694,1
0.1770611691507912,-0.11251363108715394,0.005631857471945896,0.042506073474729476,1
0.1555472699530619,-0.01330765275420439,-0.016980769666563353,0.05103469312305756,1
0.26646851165371466,0.1045564966489724,0.05167376424907577,0.135173278928538,0
0.2909945978209464,0.17718322120074223,2.6982674451599347,0.021671310317580777,2
0.1790074427809285,-0.11159271264636456,0.20795670937885166,0.03450987399128036,1
0.15938694149650798,0.028695584293523282,-0.18991972818729327,-0.06917503062575407,1
0.27041217639238935,-0.1920110629586489,2.112338843013765,0.2864764248151451,2
0.33274288718521133,0.05504419480002518,-0.06570408437217225,-0.050624558734155105,0
0.34807788171874143,-0.035879137912031914,-1.6063038881346654,0.027460805571163052,2
0.25733336910453697,0.03000849516863371,2.470074160678638,0.0957709263032249,2
0.29081423138502854,-0.02377765657906206,-0.049269784342584104,-0.05339785571424604,0
0.2912796471912716,-0.06580534144892027,-0.06939512435507916,-0.07931554396430526,0
0.1972220542445018,-0.0804673207044646,0.027526676001158865,-0.24120828551407425,1
0.27481648339700904,0.027316486494494946,2.012584409938299,-0.004515930106913678,2
0.3167189670887196,-0.21767495840886691,-0.013705827338396174,-0.05610542060978877,0
0.1747351660123366,-0.042325250975203274,0.019805707534805924,0.15250008490845673,1
0.32204509385423763,0.07262222715789507,0.04932720086081009,0.012437529088877259,0
0.290861318772641,0.11278260324576658,2.888823221102766,-0.22341556396881712,2
0.2761745323092948,-0.0010820160332327782,1.9002699337943036,0.11400884987870075,2
0.30220449893070644,0.10270458698691687,-0.013066575170103218,0.11225354766729828,0
0.2533032674413386,0.026143449714705405,-0.1337746419815229,0.003116135342855388,0
0.2729478737308999,0.052327196501720824,-0.07888243295930429,-0.10990328957668948,0
0.32375281770340625,-0.17079000058044222,-1.8020797286303467,0.14643411721656913,2
0.15471772573527784,0.05894754242187111,0.11582231519313418,-0.06834553471335168,1
0.3399657178478731,-0.06722041186203322,2.681173278503002,0.10921233779518492,2
0.2840530506483208,0.17939260868094611,-1.800464884556563,0.05609516122344642,2
0.18866486782699404,-0.11479679856988867,0.1049578008457639,0.08421979169495195,1
0.30034524089220427,-0.19657386330294666,0.032638231344035616,-0.1960975280095333,0
0.16762201417737244,0.06352121717780634,0.03337678138750922,-0.14492456191950945,1
0.15706866763898264,0.11117206559901019,0.07983575182141067,0.0984167964817526,1
0.21053318144143635,0.18421795324613874,-0.051884193325418076,0.1428249224160468,1
0.28986075661834204,0.019706326489184665,0.022254772925132452,-0.030348676020514283,0
0.271339208344346,-0.1807166254608419,-2.6316267155821214,-0.11454060974521418,2
0.25476432969935725,0.09502608572441451,0.07100298213245428,-0.09728252888019945,0
0.27051441910578783,0.04987479459841616,-0.2344823051421865,-0.04665332164869834,0
0.3443034229082216,-0.09520844473755054,-1.739996534968727,-0.25950716000135704,2
0.2749945814180514,0.017375060838085144,0.1450162040359414,-0.0027288243364363245,0
0.32379285506088873,-0.08692402945124011,-0.01774578902359432,-0.025528652082669464,0
0.1874634528588454,-0.08016440809165469,0.23158313666494368,0.04879148843870596,1
0.3314973163332422,0.006348650098957166,-0.1427964219659915,-0.10635132919930064,0
0.26127733601886866,-0.10693776863804871,-0.07303860553632742,-0.10162587414744617,0
0.3499201071317769,-0.053446317863622174,-0.01970564362571349,-0.07489396845999678,0
0.2547652744274397,-0.01676760820011861,-0.010669068721550457,0.1443780777436236,0
0.1844835624403321,-0.015098999464590798,-0.06476968639152418,-0.13744860361739655,1
0.15386113019855285,-0.058462580444116834,0.05067908313300781,-0.09893994814434202,1
0.31486913858781546,0.09606461988006423,1.9544020427200253,-0.11430890977927557,2
0.2975738319190452,0.1253617511028531,-0.09756612537716412,-0.003931572847986441,0
0.28276750818912444,0.07621023439850506,2.090222343512793,-0.08570300921907359,2
0.20481870484288944,-0.06932019578626009,-0.03877077877857142,0.06417554512825165,1
0.1665756376646299,0.12896040343139933,0.053947269046454985,0.018212948063530517,1
0.2675571644811036,-0.009718039396732306,-1.698266133536896,0.07952217506257443,2
0.30922236515137125,-0.06634963885964577,-0.024456860424883303,-0.07407147404524018,0
0.28501406884223557,0.10001369571530876,-1.5541273860295959,-0.21541527367938904,2
0.31171919034457723,-0.15726469583803038,-0.23143569264926933,0.01425097147262037,0
0.25891682206422056,0.08852543002829417,-2.212540850049872,-0.1472377602885728,2
0.19052585851838544,-0.04221750893717578,-0.13528558478344777,-0.10394959123159837,1
0.31351186807447223,0.11013484690424334,-0.05284895702876069,-0.1630662398483943,0
0.27262792789408646,0.1461287071997184,-2.570230750832923,-0.2559771840391621,2
0.19780221006606136,-0.06538199232838074,-0.05909284734067469,-0.16190620171773706,1
0.30061346474536577,0.04386990316857542,0.005261571584406278,0.11019978708060348,0
0.2729041732280189,-0.014841964259928517,0.04750641020837947,0.055965424492977325,0
0.30865860197775435,-0.0023195664272840544,-0.04105501096204861,0.10882395011260888,0
0.33054228840001515,0.0664583840349696,-0.07623426796301094,0.03249815357086989,0
0.3275891449610799,0.01808827296110057,0.06840456153192599,-0.06969328788941112,0
0.1707159869711518,0.01949394301977493,-0.006778730912671807,-0.04885560334043548,1
0.2169892606616079,0.2015053037607736,0.06658497043463785,0.1086030533839786,1
0.20007860606786423,0.3004466149393018,0.18236492973699092,-0.13468536026928432,1
0.1525167302610922,-0.11878957611572308,0.19915852236064563,-0.2134051620055896,1
0.2969145218437918,-0.020656339679824026,-0.0072617919797890425,-0.049455450804443135,0
0.1992188108619396,-0.08561397277460732,-0.08564901374936067,0.019145318054997473,1
0.331531676419137,-0.11521456267764191,2.740403616582101,-0.1783664779211269,2
0.34457496821459876,-0.15381443591398872,2.289260338331095,-0.10047716735927255,2
0.19337253392472778,0.038107182848519966,0.1588971424149993,-0.16606300879033198,1
0.31246935535980447,-0.0503468582077947,-0.1271631837704252,-0.07502284178535072,0
0.34576471666459263,0.05049645962656001,-0.178253776279691,-0.13753426037765873,0
0.34439524030824037,0.10390073509800969,-1.7753865879390267,-0.11213164600090937,2
0.2720928447837157,-0.04381000791642925,2.970439525842623,0.052429175512832306,2
0.3336041688657965,0.2398694174402468,2.6654955281766934,0.23317218265370232,2
0.26084883631286315,-0.0751653642221595,2.3924514506142835,-0.1765091376528091,2
0.16119605351570132,-0.1603774948010328,0.049391396304686176,-0.0747146222122943,1
0.16258255724614715,-0.02413238310998885,0.0034270174351833313,0.0030541845755859094,1
0.34149436185460025,-0.005876663140832317,-0.109218279734364,0.005933136993688807,0
0.17606270470396562,-0.059125756729394,-0.05944493413370277,0.006447047751851564,1
0.3482535821569802,-0.10732764806495988,-2.7509317646321043,-0.009000122098968704,2
0.2871039197692965,-0.06255431614649967,0.005403204671309068,0.0026620608880708377,0
0.3030641206366781,-0.22428132860079872,1.5429010872714302,-0.0981723494794129,2
0.16953823302797483,0.12161706688888121,0.03898091477521831,0.07262605958640489,1
0.30659419223277506,-0.10049449995184385,-1.62176158983303,0.045909103497128505,2
0.26834574882980633,0.0007144288070300784,-1.6927501053911038,0.23797276149429406,2
0.29613323436441397,0.07686127046406116,0.0717034122944206,-0.09351742375925014,0
0.1513426427518327,-0.08075852707024284,-0.057364954291385585,-0.10098204263804128,1
0.31535473908275835,-0.06968964177858908,-2.800031936414802,-0.05397080221253716,2
0.19589262716457714,0.30416594394478547,-0.018327293200823346,0.045391663395427786,1
0.1797723585748052,-0.17527539098961079,-0.17799731441758027,-0.16457411085427956,1
0.3158545221099336,0.04035902797295502,-0.02816091248380695,-0.0028713114304495854,0
0.3144154838314937,0.4831200681921536,-2.292093819763774,-0.015941485515456735,2
