timestamp,earValue,accel_x,accel_y,accel_z,speed_kmh,sats,lat,lon,Label
1775577221.5984108,0.2951550004563818,-0.09841508502117662,0.004549414261201885,0.9275799647270425,47.40521330574247,8,14.7937,120.8791,0
1775577221.6650774,0.3315612827110725,-0.015498216080727779,-0.012813045417833157,0.9150809988262758,45.532182262047975,8,14.7937,120.8791,0
1775577221.7317443,0.32403202496745237,-0.022601863807716283,0.03977156241794941,1.003671245175667,50.89765331041728,8,14.7937,120.8791,0
1775577221.798411,0.33116343371508317,-0.0680244401665419,0.010221842439063718,1.1476711938388,45.45188415362656,8,14.7937,120.8791,0
1775577221.8650775,0.2986459634249594,0.0035247695682740945,0.04820692325358222,1.199778177930542,44.92564921388301,8,14.7937,120.8791,0
1775577221.931744,0.3072531050402093,-0.06649063999071324,0.019264955912030503,0.9138384334869929,44.94093724784287,8,14.7937,120.8791,0
1775577221.998411,0.34481669155759803,0.061424426087541464,-0.048227893656185045,1.108652579727066,44.50307812121697,8,14.7937,120.8791,0
1775577222.0650775,0.2862090645404395,-0.018467425984939896,0.0014472860509593193,1.3475908258543754,45.08305474052427,8,14.7937,120.8791,0
1775577222.1317441,0.33211158088939047,-0.011351525699011952,-0.014859539232213153,0.9093903298748953,46.37084427863007,8,14.7937,120.8791,0
1775577222.1984107,0.30050836855520324,-0.02772510357917131,0.04615553063928191,0.8114774787747167,39.98739084595311,8,14.7937,120.8791,0
1775577222.2650776,0.32140011250594325,-0.03379148147586831,0.060175107737932984,1.2948513446549492,43.426774969824,8,14.7937,120.8791,0
1775577222.3317442,0.33337549447061765,-0.05825032102643394,-0.02469520867839258,1.1340172284126515,46.37547895560508,8,14.7937,120.8791,0
1775577222.3984108,0.2882693259243427,0.02945637433912563,-0.019637781130511022,0.9849966624320345,45.12392036190481,8,14.7937,120.8791,0
1775577222.4650774,0.29158828137555737,0.08543692084639935,-0.11818771435390277,0.8289799903294559,46.62142647065155,8,14.7937,120.8791,0
1775577222.5317442,0.3045252327869927,-0.09679111334936798,-0.07749096098720434,1.123142669888295,44.7527585664822,8,14.7937,120.8791,0
1775577222.5984108,0.3579236722262858,-0.07689024254245391,0.11753783803781825,0.8806582471649149,46.92965366379059,8,14.7937,120.8791,0
1775577222.6650774,0.28454136271522307,0.0765236497455374,0.10630848993947117,0.6382357561648855,43.649828472719,8,14.7937,120.8791,0
1775577222.7317443,0.2844908417485408,0.057350578721510316,-0.012808520518355973,0.9202535490850813,46.94242288422892,8,14.7937,120.8791,0
1775577222.798411,0.3459655614569482,-0.03684702619764236,0.09546441570244901,0.6808174724335603,42.84057246069785,8,14.7937,120.8791,0
1775577222.8650775,0.3053205906759611,-0.035524556131626694,-0.06412681482987705,0.9005578594616646,45.28264357821422,8,14.7937,120.8791,0
1775577222.931744,0.32282976620039283,0.06060593120521171,0.00983427698541463,0.9164200417231599,44.00082298758598,8,14.7937,120.8791,0
1775577222.998411,0.3265423732885292,0.020741480502419703,0.09702520687334351,1.0224689839528769,42.578663911330906,8,14.7937,120.8791,0
1775577223.0650775,0.33198306935282196,0.012173477689453777,-0.11860543520758113,0.7002531889540373,44.46348756878455,8,14.7937,120.8791,0
1775577223.1317441,0.3077373515306442,0.004898824585732354,-0.055213297989464935,1.094600727820551,46.55036856675547,8,14.7937,120.8791,0
1775577223.1984107,0.3643121069127602,0.0024424430616474023,-0.036025754020556695,0.916015925232678,43.63350395112977,8,14.7937,120.8791,0
1775577223.2650776,0.3100938957057124,-0.07797688733471317,0.07202641763874156,0.8556756476113222,45.07673324645322,8,14.7937,120.8791,0
1775577223.3317442,0.2934928589114669,0.01380248537390983,0.00362223397017798,1.173495902177341,43.287295731475126,8,14.7937,120.8791,0
1775577223.3984108,0.04817827080605933,-0.008882916552409843,0.02216013757521808,1.1182240558338508,44.39041677781801,8,14.7937,120.8791,0
1775577223.4650774,0.03885826507203825,0.04593651832028783,0.01437120552134135,0.8384086357127956,47.86776195687365,8,14.7937,120.8791,0
1775577223.5317442,0.04759668447707071,-0.01795338256785257,0.06963165105046104,1.183007868510189,47.719133367556026,8,14.7937,120.8791,0
1775577223.5984108,0.05014908261435789,-0.002086238105895107,-0.06193228864288314,0.988039122309838,45.660522332246344,8,14.7937,120.8791,0
1775577223.6650774,0.328945130976904,0.0841980148703821,-0.026191313139487984,1.0546373235121242,45.55236903191228,8,14.7937,120.8791,0
1775577223.7317443,0.33094809095945177,0.06920300141083652,0.0640465538634549,1.0308023418769532,46.93470402963876,8,14.7937,120.8791,0
1775577223.798411,0.3019584069572866,0.06445026762947223,0.1062352321257197,0.9423598605120048,46.46966334093252,8,14.7937,120.8791,0
1775577223.8650775,0.3334019127469099,-0.018095232254994043,-0.09935561039225493,1.1103828701130831,44.78655346605871,8,14.7937,120.8791,0
1775577223.931744,0.29647585297957,0.00029636469407324275,0.013392914266883453,0.8221559116491985,44.984229803602254,8,14.7937,120.8791,0
1775577223.998411,0.3140178069765988,-0.0299197880024638,0.010829390497900375,0.7912407574431859,45.0343683255904,8,14.7937,120.8791,0
1775577224.0650775,0.35372538462311975,0.014021607900901829,-0.027675754635822315,1.1003177530408488,46.30810449838281,8,14.7937,120.8791,0
1775577224.1317441,0.28970830786815127,0.04995866138610591,0.09431086265962496,0.8526117717668101,46.06244104371302,8,14.7937,120.8791,0
1775577224.1984107,0.3249818539140635,0.026645843544336224,0.049846716603595916,0.9182377741721327,42.94408618079414,8,14.7937,120.8791,0
1775577224.2650776,0.32921056218039285,-0.04331235041286809,0.005604665738430776,0.6289674903574877,45.90449759295508,8,14.7937,120.8791,0
1775577224.3317442,0.3101604023784835,-0.061872294572183885,0.014800392953940658,0.9132790742289082,44.13215446829783,8,14.7937,120.8791,0
1775577224.3984108,0.3073862644324471,-0.0454668224608566,0.10063438897927515,1.2033810350027987,47.040290982731285,8,14.7937,120.8791,0
1775577224.4650774,0.34642867111520415,-0.041455959232842184,0.01457606477735342,1.1530447151288268,41.38054602605377,8,14.7937,120.8791,0
1775577224.5317442,0.3362337900594848,0.09543205565289135,-0.0862562113031677,0.8079177885045055,44.045332334897005,8,14.7937,120.8791,0
1775577224.5984108,0.2958069240656474,0.06741853226812863,-0.04578511764306488,0.7634348984378776,43.45228703461619,8,14.7937,120.8791,0
1775577224.6650774,0.31410920157730227,-0.0006749622890881557,-0.003884437553046593,1.1577484023825535,43.4569317613169,8,14.7937,120.8791,0
1775577224.7317443,0.2838930170804512,0.11648537206663788,-0.013631001434387483,1.0036910094420444,43.04172783729419,8,14.7937,120.8791,0
